Restaurants_Name,photos_count,stars,review_count,distance_km,address,hours,attributes,categories,euros,main_category
SomsKitchen,,5.0,2.0,4.799173341584274,Mühlenstr. 2510243 Berlin,"{'Monday': '11:30 AM - 2:00 PM', 'Tuesday': '11:30 AM - 2:00 PM', 'Wednesday': '11:30 AM - 2:00 PM', 'Thursday': '11:30 AM - 2:00 PM', 'Friday': '11:30 AM - 2:00 PM', 'Saturday': 'Closed', 'Sunday': 'Closed'}",,Thai,,Restaurant
AsiaFood,,4.5,4.0,7.781262464492573,Triftstr. 313353 Berlin,"{'Monday': '11:00 AM - 10:30 PM', 'Tuesday': '11:00 AM - 10:30 PM', 'Wednesday': '11:00 AM - 10:30 PM', 'Thursday': '11:00 AM - 10:30 PM', 'Friday': '11:00 AM - 10:30 PM', 'Saturday': '11:00 AM - 10:30 PM', 'Sunday': '11:00 AM - 10:30 PM'}","Offers Takeout,No Reservations,No Delivery,Outdoor Seating","Sushi,Thai,Pan Asian",,Restaurant
KruaThai,11.0,4.0,21.0,2.3968450804585384,Luxemburger Str. 413353 Berlin,{},"Offers Takeout,No Reservations,No Delivery,Outdoor Seating","Chinese,Thai",,Restaurant
Suksan,60.0,3.5,73.0,3.0596964075174826,Ansbacher Str.410787 Berlin,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '4:00 PM - 12:00 AM (Next day)', 'Sunday': '5:00 PM - 11:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards",Thai,,Restaurant
ThaiInside,89.0,4.0,138.0,2.747228581982727,Dircksenstr. 3710178 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': '12:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards","Thai,Bars,Pan Asian",,Restaurant
MaeCharoen,9.0,4.0,55.0,9.207694512799533,Sonnenallee 13412059 Berlin,"{'Monday': '11:30 AM - 11:00 PM', 'Tuesday': '11:30 AM - 11:00 PM', 'Wednesday': '11:30 AM - 11:00 PM', 'Thursday': '11:30 AM - 11:00 PM', 'Friday': '11:30 AM - 11:00 PM', 'Saturday': '11:30 AM - 11:00 PM', 'Sunday': '11:30 AM - 11:00 PM'}","Offers Takeout,No Reservations,No Delivery,Many Vegetarian Options",Thai,,Restaurant
NithanThai,52.0,3.5,14.0,37.37910890806812,Chausseestr. 510115 Berlin,"{'Monday': '5:00 PM - 1:00 AM (Next day)', 'Tuesday': '5:00 PM - 1:00 AM (Next day)', 'Wednesday': '5:00 PM - 1:00 AM (Next day)', 'Thursday': '5:00 PM - 1:00 AM (Next day)', 'Friday': '5:00 PM - 1:00 AM (Next day)', 'Saturday': '5:00 PM - 1:00 AM (Next day)', 'Sunday': '5:00 PM - 1:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards",Thai,,Restaurant
RestaurantVanLong,46.0,4.0,47.0,0.6362740831856992,Reinhardtstr. 810117 Berlin,"{'Monday': '12:00 PM - 10:30 PM', 'Tuesday': '12:00 PM - 10:30 PM', 'Wednesday': '12:00 PM - 10:30 PM', 'Thursday': '12:00 PM - 10:30 PM', 'Friday': '12:00 PM - 10:30 PM', 'Saturday': '12:00 PM - 10:30 PM', 'Sunday': 'Closed'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards","Vietnamese,Thai",,Restaurant
MammamGarkcheStreetFoodausVietnamThailand,87.0,4.5,97.0,6.434632627567332,Krossener Str. 1410245 Berlin,"{'Monday': '1:00 PM - 11:00 PM', 'Tuesday': '1:00 PM - 11:00 PM', 'Wednesday': '1:00 PM - 11:00 PM', 'Thursday': '1:00 PM - 11:00 PM', 'Friday': '1:00 PM - 11:00 PM', 'Saturday': '1:00 PM - 11:00 PM', 'Sunday': '1:00 PM - 11:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Vegan Options","Vietnamese,Thai",,Restaurant
Papaya,34.0,4.0,33.0,3.736277050433368,Winterfeldtstr. 4210781 Berlin,{},"Takes Reservations,Offers Delivery,Offers Takeout,Many Vegetarian Options",Thai,,Restaurant
ChonThong,10.0,4.5,10.0,3.680489111644799,Kantstr. 5310627 Berlin,{},"Many Vegetarian Options,Accepts Debit Cards,Not Good For Groups,Not Good For Kids",Thai,,Restaurant
PapayaRoyal,,4.0,2.0,3.2542622310634473,Tauentzienstr. 21 - 2413125 Berlin,{},,Thai,,Restaurant
TalehThai,49.0,4.5,68.0,4.199762163904372,Käthe-Niederkirchner-Str. 1410407 Berlin,"{'Monday': '12:00 PM - 9:00 PM', 'Tuesday': '12:00 PM - 9:00 PM', 'Wednesday': '12:00 PM - 9:00 PM', 'Thursday': '12:00 PM - 9:00 PM', 'Friday': '12:00 PM - 9:00 PM', 'Saturday': '12:00 PM - 9:00 PM', 'Sunday': '12:00 PM - 9:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards",Thai,,Restaurant
Lemongrass,43.0,4.0,139.0,6.155677309080539,Simon-Dach-Str. 210245 Berlin,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards","Thai,Pan Asian",,Restaurant
ThaiCuisineBerlinZehlendorf,97.0,4.5,30.0,13.005762612537058,Teltower Damm 4914167 Berlin,"{'Monday': '12:00 PM - 10:00 PM', 'Tuesday': '12:00 PM - 10:00 PM', 'Wednesday': '12:00 PM - 10:00 PM', 'Thursday': '12:00 PM - 10:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards","Thai,Pan Asian,Asian Fusion",,Restaurant
NhatLong,23.0,4.0,31.0,2.2075477310561364,Torstr. 21010115 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': '12:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Delivery,Offers Takeout,Accepts Debit Cards","Vietnamese,Thai,Pan Asian",,Restaurant
BangkokCity,25.0,4.0,13.0,4.421702440360162,Mehringdamm 3310961 Berlin,"{'Monday': '12:00 PM - 3:30 PM', 'Tuesday': '12:00 PM - 3:30 PM', 'Wednesday': '12:00 PM - 3:30 PM', 'Thursday': '12:00 PM - 3:30 PM', 'Friday': '12:00 PM - 3:30 PM', 'Saturday': '5:30 PM - 11:00 PM', 'Sunday': '5:30 PM - 11:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards",Thai,,Restaurant
DokmaiThaiRestaurant,38.0,4.0,37.0,8.101576446355795,Muthesiusstr. 3812163 Berlin,"{'Monday': '10:00 AM - 10:00 PM', 'Tuesday': '10:00 AM - 10:00 PM', 'Wednesday': '10:00 AM - 10:00 PM', 'Thursday': '10:00 AM - 10:00 PM', 'Friday': '10:00 AM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '2:00 PM - 8:00 PM'}","Takes Reservations,Offers Delivery,Offers Takeout,Outdoor Seating",Thai,,Restaurant
ThaiAroma,28.0,4.5,12.0,4.397057913209207,Dunckerstr. 1810437 Berlin,"{'Monday': 'Closed', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}","Offers Takeout,Outdoor Seating,Moderate Noise,Good for Groups",Thai,,Restaurant
PagodeThaiKitchen,55.0,4.0,124.0,4.410650858004339,Bergmannstr. 8810961 Berlin,"{'Monday': '12:00 PM - 9:30 PM', 'Tuesday': '12:00 PM - 9:30 PM', 'Wednesday': '12:00 PM - 9:30 PM', 'Thursday': '12:00 PM - 9:30 PM', 'Friday': '12:00 PM - 9:30 PM', 'Saturday': '12:00 PM - 9:30 PM', 'Sunday': '12:00 PM - 9:30 PM'}","Offers Delivery,Offers Takeout,No Reservations,Outdoor Seating",Thai,,Restaurant
Jasmin,13.0,4.0,47.0,6.7388440194091155,Hermannstr. 4512049 Berlin,"{'Monday': '11:00 AM - 11:00 PM', 'Tuesday': '11:00 AM - 11:00 PM', 'Wednesday': '11:00 AM - 11:00 PM', 'Thursday': '11:00 AM - 11:00 PM', 'Friday': '11:00 AM - 11:00 PM', 'Saturday': '11:00 AM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating","Vietnamese,Thai,Food Stands",,Restaurant
ChezDang,22.0,4.0,28.0,5.442051347082135,Friedelstr. 3112047 Berlin,"{'Monday': '11:30 AM - 11:00 PM', 'Tuesday': '11:30 AM - 11:00 PM', 'Wednesday': '11:00 AM - 11:00 PM', 'Thursday': '11:30 AM - 11:00 PM', 'Friday': '11:30 AM - 11:00 PM', 'Saturday': 'Closed', 'Sunday': 'Closed'}","Takes Reservations,Offers Delivery,Offers Takeout,Outdoor Seating","Vietnamese,Thai",,Restaurant
Hatoki,4.0,4.5,5.0,6.530488208922405,Hermann-Hesse-Str. 413156 Berlin,{},"Offers Delivery,Offers Takeout,No Reservations,Outdoor Seating","Chinese,Thai,Pan Asian",,Restaurant
KINDEE,46.0,4.0,11.0,2.4683903776013136,Lützowstr. 8110785 Berlin,"{'Monday': 'Closed', 'Tuesday': '6:00 PM - 10:00 PM', 'Wednesday': '6:00 PM - 10:00 PM', 'Thursday': '6:00 PM - 10:00 PM', 'Friday': '6:00 PM - 10:00 PM', 'Saturday': '6:00 PM - 10:00 PM', 'Sunday': 'Closed'}",Good for Groups,Thai,,Restaurant
ThaiByThai,48.0,4.0,28.0,12.540513456587735,Goerzallee 11112207 Berlin,"{'Monday': '12:00 PM - 10:00 PM', 'Tuesday': '12:00 PM - 10:00 PM', 'Wednesday': '12:00 PM - 10:00 PM', 'Thursday': '12:00 PM - 10:00 PM', 'Friday': '12:00 PM - 10:00 PM', 'Saturday': '12:00 PM - 10:00 PM', 'Sunday': '12:00 PM - 10:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards",Thai,,Restaurant
XinhCity,,4.0,1.0,2.681945148165911,Gotzkowskystr. 2310555 Berlin,"{'Monday': '11:00 AM - 11:00 PM', 'Tuesday': '11:00 AM - 11:00 PM', 'Wednesday': '11:00 AM - 11:00 PM', 'Thursday': '11:00 AM - 11:00 PM', 'Friday': '11:00 AM - 11:00 PM', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': '12:00 PM - 12:00 AM (Next day)'}",,"Thai,Vietnamese,Pan Asian",,Restaurant
SamranThai,9.0,4.0,17.0,3.736277050433368,Winterfeldtstr. 3510781 Berlin,"{'Monday': '4:00 PM - 11:00 PM', 'Tuesday': '4:00 PM - 11:00 PM', 'Wednesday': '4:00 PM - 11:00 PM', 'Thursday': '4:00 PM - 11:00 PM', 'Friday': '4:00 PM - 11:00 PM', 'Saturday': '1:00 PM - 11:00 PM', 'Sunday': '1:00 PM - 11:00 PM'}","Takes Reservations,Offers Takeout,Loud,Good for Groups",Thai,,Restaurant
Ratana,15.0,5.0,17.0,6.893408259417982,Bundesallee 9512161 Berlin,"{'Monday': 'Closed', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': '12:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Delivery,Offers Takeout,Outdoor Seating",Thai,,Restaurant
CayTreQuan,7.0,5.0,7.0,2.2160633155699143,Potsdamer Str. 6910785 Berlin,"{'Monday': '11:30 AM - 11:30 PM', 'Tuesday': '11:30 AM - 11:30 PM', 'Wednesday': '11:30 AM - 11:30 PM', 'Thursday': '11:30 AM - 11:30 PM', 'Friday': '11:30 AM - 11:30 PM', 'Saturday': '12:00 PM - 11:30 PM', 'Sunday': 'Closed'}",Takes Reservations,"Vietnamese,Thai,Pan Asian",,Restaurant
TastyAsia,9.0,4.0,5.0,1.7930540151069316,Stromstr. 6410555 Berlin,"{'Monday': '11:00 AM - 10:00 PM', 'Tuesday': '11:00 AM - 10:00 PM', 'Wednesday': '11:00 AM - 10:00 PM', 'Thursday': '11:00 AM - 10:00 PM', 'Friday': '11:00 AM - 10:00 PM', 'Saturday': '1:00 PM - 10:00 PM', 'Sunday': '1:00 PM - 10:00 PM'}","Takes Reservations,Offers Delivery,Offers Takeout,Accepts Debit Cards","Thai,Vietnamese",,Restaurant
Like,22.0,4.0,5.0,5.595186981820753,Grünberger Str. 6910245 Berlin,{},"Vegan Options,Many Vegetarian Options",Thai,,Restaurant
TuansHtte,52.0,4.0,56.0,2.747228581982727,Dircksenstr. 4010178 Berlin,"{'Monday': '12:00 PM - 11:30 PM', 'Tuesday': '12:00 PM - 11:30 PM', 'Wednesday': '12:00 PM - 11:30 PM', 'Thursday': '12:00 PM - 11:30 PM', 'Friday': '12:00 PM - 11:30 PM', 'Saturday': '12:00 PM - 11:30 PM', 'Sunday': '1:00 PM - 10:30 PM'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards","Sushi,Thai",,Restaurant
Thaiduong,5.0,3.0,2.0,12.066276821212103,Mariannenstr. 3510999 Berlin,"{'Monday': '11:00 AM - 11:00 PM', 'Tuesday': '11:00 AM - 11:00 PM', 'Wednesday': '11:00 AM - 11:00 PM', 'Thursday': '11:00 AM - 11:00 PM', 'Friday': '11:00 AM - 11:00 PM', 'Saturday': '11:00 AM - 11:00 PM', 'Sunday': '11:00 AM - 11:00 PM'}",TV,"Sushi,Thai",,Restaurant
Carabao,27.0,4.5,54.0,3.5616992408569845,Hornstr. 410963 Berlin,"{'Monday': '5:00 PM - 12:00 AM (Next day)', 'Tuesday': '5:00 PM - 12:00 AM (Next day)', 'Wednesday': '5:00 PM - 12:00 AM (Next day)', 'Thursday': '5:00 PM - 12:00 AM (Next day)', 'Friday': '5:00 PM - 12:00 AM (Next day)', 'Saturday': '5:00 PM - 12:00 AM (Next day)', 'Sunday': '5:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Many Vegetarian Options","Bars,Thai",,Restaurant
ThaiPagode,,3.5,9.0,4.411057518299326,Hufelandstr. 1010407 Berlin,{},"Offers Takeout,No Delivery,Outdoor Seating,Quiet","Thai,Pan Asian",,Restaurant
AsiaPark,,4.5,7.0,4.548146575663047,Prenzlauer Allee 4310405 Berlin,"{'Monday': '11:30 AM - 10:00 PM', 'Tuesday': '11:30 AM - 10:00 PM', 'Wednesday': '11:30 AM - 10:00 PM', 'Thursday': '11:30 AM - 10:00 PM', 'Friday': '11:30 AM - 10:00 PM', 'Saturday': '12:00 PM - 10:00 PM', 'Sunday': '12:00 PM - 10:00 PM'}","Offers Delivery,Offers Takeout,No Reservations,Outdoor Seating","Thai,Pan Asian",,Restaurant
Samdhi,39.0,3.5,65.0,1.2763675836723045,Wilhelmstr. 7710117 Berlin,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards","Vegetarian,Thai,Vietnamese",,Restaurant
MaM,18.0,4.0,13.0,4.383546359195335,Schönhauser Allee 7410437 Berlin,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}",Takes Reservations,Thai,,Restaurant
KienDuKiangThong,15.0,4.0,29.0,5.000463546425358,Kaiser-Friedrich-Str. 8910585 Berlin,"{'Monday': 'Closed', 'Tuesday': '5:00 PM - 12:00 AM (Next day)', 'Wednesday': '5:00 PM - 12:00 AM (Next day)', 'Thursday': '5:00 PM - 12:00 AM (Next day)', 'Friday': '5:00 PM - 12:00 AM (Next day)', 'Saturday': '5:00 PM - 12:00 AM (Next day)', 'Sunday': '5:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating",Thai,,Restaurant
Mutter,86.0,4.0,78.0,3.7087403213241408,Hohenstaufenstr. 410781 Berlin,"{'Monday': '9:30 AM - 3:00 AM (Next day)', 'Tuesday': '9:30 AM - 3:00 AM (Next day)', 'Wednesday': '9:30 AM - 3:00 AM (Next day)', 'Thursday': '9:30 AM - 4:00 AM (Next day)', 'Friday': '9:30 AM - 5:00 AM (Next day)', 'Saturday': '9:30 AM - 5:00 AM (Next day)', 'Sunday': '9:30 AM - 2:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards","Thai,Breakfast & Brunch,Cocktail Bars",,Restaurant
TheFoxBar,23.0,5.0,3.0,3.7869457156115005,Knesebeckstr. 6710623 berlin,"{'Monday': '3:00 PM - 12:00 AM (Next day)', 'Tuesday': '3:00 PM - 2:00 AM (Next day)', 'Wednesday': '3:00 PM - 2:00 AM (Next day)', 'Thursday': '3:00 PM - 2:00 AM (Next day)', 'Friday': '3:00 PM - 2:00 AM (Next day)', 'Saturday': '3:00 PM - 3:00 AM (Next day)', 'Sunday': '3:00 PM - 12:00 AM (Next day)'}","Takes Reservations,No Delivery,No Takeout,Accepts Debit Cards","Cocktail Bars,Thai",,Restaurant
ThaiSonImbiss,79.0,3.5,10.0,2.256536890731231,Torfstr. 2413353 Berlin,"{'Monday': '11:00 AM - 10:00 PM', 'Tuesday': '11:00 AM - 10:00 PM', 'Wednesday': '11:00 AM - 10:00 PM', 'Thursday': '11:00 AM - 10:00 PM', 'Friday': '11:00 AM - 10:00 PM', 'Saturday': '11:00 AM - 10:00 PM', 'Sunday': '12:00 PM - 10:00 PM'}","Takes Reservations,Offers Delivery,Offers Takeout,Outdoor Seating",Thai,,Restaurant
leVietThaisushi,,5.0,1.0,3.1232461017919513,Maaßenstr. 910777 Berlin,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards","Sushi,Vietnamese,Thai",,Restaurant
LittleTibet,82.0,4.0,82.0,,Gneisenaustr. 6 a10961 Berlin,"{'Monday': 'Closed', 'Tuesday': '5:00 PM - 11:30 PM', 'Wednesday': '5:00 PM - 11:30 PM', 'Thursday': '5:00 PM - 11:30 PM', 'Friday': '5:00 PM - 11:30 PM', 'Saturday': '2:00 PM - 11:30 PM', 'Sunday': '2:00 PM - 11:30 PM'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating","Indian,Thai,Chinese",,Restaurant
Phatcharee,20.0,4.5,23.0,28.955046513493475,Karl-Marx-Str. 11615745 Wildau,"{'Monday': 'Closed', 'Tuesday': '11:30 AM - 10:00 PM', 'Wednesday': '11:30 AM - 10:00 PM', 'Thursday': '11:30 AM - 10:00 PM', 'Friday': '11:30 AM - 10:00 PM', 'Saturday': '11:30 AM - 10:00 PM', 'Sunday': '11:30 AM - 10:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards",Thai,,Restaurant
SalaThaiRestaurant,,4.5,22.0,,Dortustr. 71 cim Innenhof14467 Potsdam,"{'Monday': '11:30 AM - 3:00 PM', 'Tuesday': '11:30 AM - 3:00 PM', 'Wednesday': 'Closed', 'Thursday': '11:30 AM - 3:00 PM', 'Friday': '11:30 AM - 3:00 PM', 'Saturday': '11:30 AM - 10:00 PM', 'Sunday': '11:30 AM - 10:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Good for Groups",Thai,,Restaurant
MekongDeli,15.0,4.0,4.0,12.55421159197343,Lichtenrader Damm 10 - 1212305 Berlin,"{'Monday': 'Closed', 'Tuesday': '12:00 PM - 10:00 PM', 'Wednesday': '12:00 PM - 10:00 PM', 'Thursday': '12:00 PM - 10:00 PM', 'Friday': '12:00 PM - 10:00 PM', 'Saturday': '12:00 PM - 10:00 PM', 'Sunday': '12:00 PM - 10:00 PM'}","Takes Reservations,Good For Kids","Vietnamese,Thai",,Restaurant
Koy,25.0,4.0,69.0,6.792143592144496,Rigaerstr. 2610247 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': '12:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating","Thai,Sushi,Pan Asian",,Restaurant
MinhQuang,44.0,4.0,78.0,4.151315786572381,Greifswalder Str. 21610405 Berlin,"{'Monday': 'Closed', 'Tuesday': '12:00 PM - 10:30 PM', 'Wednesday': '12:00 PM - 10:30 PM', 'Thursday': '12:00 PM - 10:30 PM', 'Friday': '12:00 PM - 10:30 PM', 'Saturday': '12:00 PM - 10:30 PM', 'Sunday': '12:00 PM - 10:30 PM'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating","Thai,Vietnamese",,Restaurant
Ampai,28.0,4.0,12.0,3.680489111644799,Kantstr. 10510627 Berlin,"{'Monday': '11:30 AM - 8:00 PM', 'Tuesday': '11:30 AM - 8:00 PM', 'Wednesday': '11:30 AM - 8:00 PM', 'Thursday': '11:30 AM - 8:00 PM', 'Friday': '11:30 AM - 8:00 PM', 'Saturday': '11:30 AM - 8:00 PM', 'Sunday': 'Closed'}","Takes Reservations,Offers Delivery,Offers Takeout,Moderate Noise",Thai,,Restaurant
VietSnacks,,4.0,7.0,,Alt-Moabit 108 A10559 Berlin,"{'Monday': '11:00 AM - 10:00 PM', 'Tuesday': '11:00 AM - 10:00 PM', 'Wednesday': '11:00 AM - 10:00 PM', 'Thursday': '11:00 AM - 10:00 PM', 'Friday': '11:00 AM - 10:00 PM', 'Saturday': 'Closed', 'Sunday': '12:00 PM - 10:00 PM'}","Takes Reservations,Offers Delivery,Offers Takeout,Outdoor Seating","Vietnamese,Thai",,Restaurant
ChadaThai,40.0,4.0,14.0,,Erich-Weinert-Str. 110439 Berlin,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards",Thai,,Restaurant
ChanAsianMarketFood,41.0,3.5,69.0,5.317661873101459,Paul-Lincke-Ufer 4210999 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '1:00 PM - 12:00 AM (Next day)', 'Sunday': '1:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Many Vegetarian Options",Thai,,Restaurant
TonsaiThaiRestaurant,41.0,4.5,49.0,7.441753522894036,Kaiserin-Augusta-Str. 7312103 Berlin,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Many Vegetarian Options",Thai,,Restaurant
KinnareeThai,20.0,3.5,13.0,4.771123679014733,Südstern 1410961 Berlin,"{'Monday': '1:00 PM - 11:00 PM', 'Tuesday': '1:00 PM - 11:00 PM', 'Wednesday': '1:00 PM - 11:00 PM', 'Thursday': '1:00 PM - 11:00 PM', 'Friday': '1:00 PM - 11:00 PM', 'Saturday': '1:00 PM - 11:00 PM', 'Sunday': '1:00 PM - 11:00 PM'}","Takes Reservations,Offers Takeout,Outdoor Seating,Moderate Noise",Thai,,Restaurant
DuyThaiRestaurant,8.0,4.0,41.0,3.54469532910939,Kollwitzstr. 8910435 Berlin,"{'Monday': '11:30 AM - 11:00 PM', 'Tuesday': '11:30 AM - 11:00 PM', 'Wednesday': '11:30 AM - 11:00 PM', 'Thursday': '11:30 AM - 11:00 PM', 'Friday': '11:30 AM - 11:00 PM', 'Saturday': '12:30 PM - 11:00 PM', 'Sunday': '12:30 PM - 11:00 PM'}","Offers Takeout,No Reservations,No Delivery,Many Vegetarian Options","Thai,Pan Asian",,Restaurant
Sonha,7.0,4.5,11.0,,Landshuter Str. 110779 Berlin,"{'Monday': '11:00 AM - 10:00 PM', 'Tuesday': '11:00 AM - 10:00 PM', 'Wednesday': '11:00 AM - 10:00 PM', 'Thursday': '11:00 AM - 10:00 PM', 'Friday': '11:00 AM - 10:00 PM', 'Saturday': '11:00 AM - 10:00 PM', 'Sunday': '11:00 AM - 10:00 PM'}","Offers Takeout,No Delivery,Outdoor Seating,Moderate Noise","Vietnamese,Thai",,Restaurant
Sawaddie,10.0,4.0,2.0,3.680489111644799,Kantstr. 13410625 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': '12:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,Good for Groups,Accepts Debit Cards",Thai,,Restaurant
